network,node number,x,y,z,name,description
ToM,15,48,-72,8,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
VigAtt,1,-2,8,50,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,2,8,32,46,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,3,0,26,34,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,4,50,8,32,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,5,40,22,-4,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,6,46,36,20,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,7,-40,-12,60,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,8,-46,-68,-6,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,9,-48,8,30,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,10,62,-38,17,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,11,8,-12,6,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,12,32,-90,4,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,13,-42,12,-2,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,14,-10,-14,6,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,15,6,-58,-18,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
VigAtt,16,44,-44,46,Vigilant attention,"Vigilant attention describes the ability to maintain attention on repetitive and unengaging tasks for which not much cognitive effort is needed (Langner & Eickhoff, 2013). The network underlying this cognitive function consists of the anterior paracentral lobe, right medial posterior superior frontal gyrus, dorsal midcingulate cortex, bilateral inferior frontal junction, anterior insula, thalamus, right inferior frontal sulcus, left precentral gyrus, left inferior occipital gyrus, right temporo-parietal junction, right middle occipital gyrus, right inferior parietal lobe and cerebellum (Langner & Eickhoff, 2013)."
WM,1,-32,22,-2,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,2,-48,10,26,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,3,-46,26,24,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,4,-38,50,10,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,5,36,22,-6,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,6,50,14,24,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,7,44,34,32,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,8,38,54,6,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,9,2,18,48,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,10,-28,0,56,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,11,30,2,56,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,12,-42,-42,46,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,13,-34,-52,48,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,14,-24,-66,54,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,15,42,-44,44,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,16,32,-58,48,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,17,16,-66,56,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,18,-12,-12,12,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,19,-16,2,14,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,20,-16,0,2,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,21,12,-10,10,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,22,-34,-66,-20,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
WM,23,32,-64,-18,Working memory,"Working memory describes the ability to encode, maintain and retrieve information over a short period of time. Brain regions commonly activated by working memory tasks include the bilateral anterior insula, inferior frontal gyrus, caudal and rostral lateral prefrontal cortex, posterior superior frontal gyrus, thalamus, cerebellum,  intraparietal sulcus, superior parietal lobe, left nucleus caudate and left globus pallidum (Rottschy et al., 2012)."
SM,1,-46,-69,28,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,2,-50,-56,31,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,3,-64,-44,-4,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,4,-47,-24,-17,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,5,-40,-12,-30,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,6,-8,-57,17,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,7,-20,36,44,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,8,-53,27,-4,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,9,54,-59,30,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,10,43,-72,31,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,11,-1,51,-7,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,12,-5,56,24,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,13,-31,-34,-16,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,14,-8,29,-10,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,15,-46,25,23,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,16,64,-41,-2,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,17,-43,-53,55,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,18,-1,-18,40,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,19,-2,-56,46,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,20,51,20,26,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,21,64,-38,32,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,22,-23,26,-16,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
SM,23,-5,-39,40,Semantic memory,"Semantic memory entails the knowledge we gained from experience (Binder, Desai, Graves, & Conant, 2009). A meta-analysis revealed that the angular and supramarginal gyrus, middle temporal gyrus, posterior inferior temporal gyrus, mid-fusiform gyrus, parahippocampus, dorsomedial, ventromedial and orbital prefrontal cortex, superior, middle and inferior frontal gyrus, posterior cingulate gyrus and ventral precuneus were predominantly activated by studies employing semantic memory tasks (Binder et al., 2009)."
